cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
hrs,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,21,21,PASS,,prefrail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.2127588787252743,0.13702777095674562,0.9271205611542636,1.5864000428335459,0.15921162889485563,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,21,21,PASS,,frail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.4945629026128233,0.2259622027941367,0.9597869098313351,2.327306454157624,0.07535081449712662,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3741.0,75.0,3666.0,393.0,11.0,382.0,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.7155911817677048,0.2436052814022225,0.44392314505015407,1.153512145364367,0.16952760153828939,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,prefrail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.214268949350381,0.13703363104573352,0.9282643066082399,1.588393597448477,0.15655643594801866,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,frail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.4975935049689186,0.22628974655514614,0.9611159098024512,2.3335232340353986,0.07430986250450544,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,any_withdrawal,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,0.7140577315214077,0.24289808631012033,0.4435862747783878,1.14944594306988,0.16557761453281428,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15119,9378,292,14827,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3746.0,75.0,3671.0,394.0,11.0,383.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,fi_per_0_1,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,1.3400886979670463,0.03265756015016294,1.2570002928301673,1.4286692920139583,3.1368057032513547e-19,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,loss_1,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,0.9981505289921853,0.12898709547326373,0.7751790492756427,1.285257231162742,0.988549397606441,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,loss_2plus,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,1.1236786254717681,0.2639227113697982,0.6698702655879802,1.8849226756375352,0.6586154672348944,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14211,8974,260,13951,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3352.0,62.0,3290.0,337.0,7.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,14211,8974,260,13951,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.7751130318371974,0.25618358902342353,0.46913860523473166,1.280645432757008,0.32003300876278273,3689.0,69.0,3620.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.7166507679576638,0.25009487716578976,0.4389614938926212,1.1700076894214857,0.18280730299915415,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.3049377898067285,0.2706212308306223,0.7677796532069766,2.217905395321299,0.32536252692133083,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,0.9203130158048746,0.33718664241551566,0.47524961513130476,1.782170926799921,0.8054675433301814,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_heart_disease,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,PASS,,prefrail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1316941750322729,0.08777272667596987,0.9528330224407091,1.3441302679889764,0.15868696398992022,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,PASS,,frail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.3932164631871045,0.16430659853210858,1.009626096382342,1.9225455049653493,0.043563150833619314,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2913.0,163.0,2750.0,303.0,15.0,288.0,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1317040566251357,0.14944674017191423,0.8443520784414603,1.516848367503112,0.40773639981800913,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,prefrail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1302382307177596,0.0878266626928331,0.9515065945208511,1.3425429372029625,0.16332425322517563,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,frail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.3913465795461464,0.16422398165519195,1.0084343211605309,1.9196543233345558,0.044314129352339644,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,any_withdrawal,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1268895191160566,0.14935187690292848,0.8409163402664213,1.51011453516445,0.42378956018482417,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,11833,7562,600,11233,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2916.0,163.0,2753.0,304.0,15.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,fi_per_0_1,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,1.1601504374276221,0.0247930837923198,1.105122438438956,1.217918477308928,2.0781518942333952e-09,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,loss_1,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,0.9406949500162511,0.08917468961627925,0.789847375050438,1.1203518767528586,0.492978105683603,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,loss_2plus,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,0.9424860470856842,0.19021682775251583,0.6491754267977756,1.3683203526862797,0.7554939813840282,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,11195,7267,551,10644,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2640.0,140.0,2500.0,270.0,12.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11195,7267,551,10644,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1442555245648007,0.15571273441565417,0.8432961121113562,1.5526227225439562,0.38681777188482114,2910.0,152.0,2758.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.1254055523377777,0.15202864483820577,0.8354145528614101,1.516058887045518,0.43709200629032297,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.2362890593227496,0.21833553958896584,0.8058838966437889,1.8965643122618518,0.33129656796667073,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,1.4775424829677721,0.2409546890658655,0.9213804086345164,2.3694141621808145,0.10520230179161098,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_hypertension,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,PASS,,prefrail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1412768041706154,0.08516216502464667,0.9658302962474123,1.348593794167163,0.12072978425542677,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,PASS,,frail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1310019947007794,0.19658323968350253,0.7693632079514056,1.6626289102427894,0.5311719703584263,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1358.0,150.0,1208.0,124.0,11.0,113.0,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2506809912763759,0.143438987630882,0.9441718794272427,1.656692998407177,0.11888617240594673,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,prefrail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1387301343177072,0.08508563695167755,0.963819676200261,1.3453827005434529,0.12679621193058863,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,frail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1312680590474695,0.19673046377303885,0.7693221750564283,1.663499978181651,0.5306952913416271,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,any_withdrawal,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.2457099995956848,0.14283505577464875,0.9415329662628134,1.6481562076919605,0.12400525645850964,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,6026,3965,595,5431,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1359.0,150.0,1209.0,124.0,11.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,fi_per_0_1,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.066396258833885,0.027865917121735653,1.0097156814423014,1.1262586109690818,0.021058199604782505,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,loss_1,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.1385450622940234,0.08368544327889087,0.9663112722122114,1.341477530223227,0.12103041979139428,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,loss_2plus,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.4717467197357328,0.1820528569528419,1.0300763206291224,2.1027940975577177,0.033776078728035494,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,5767,3845,564,5203,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1259.0,142.0,1117.0,111.0,9.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5767,3845,564,5203,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2924269447760772,0.14541343980748977,0.9719185235875021,1.7186290486754383,0.07771751273199594,1370.0,151.0,1219.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.2996447428376388,0.14463370893715025,0.9788411489584184,1.7255879152432987,0.0699705237779426,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.3383956192701325,0.22110212656854045,0.8677248502240933,2.0643673316707143,0.1874143435816672,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,0.9189238256577466,0.3273643895354439,0.4837560822133374,1.7455511742570238,0.7961899391995588,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_cancer,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,PASS,,prefrail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,0.8670026838075299,0.11152435113847717,0.6967720833489485,1.0788228628743812,0.20066487851861048,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,PASS,,frail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,1.0720879985985883,0.21434889074925942,0.7043302283317809,1.631866176553911,0.7453761324826141,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3373.0,101.0,3272.0,356.0,11.0,345.0,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1065885305923024,0.17599631538715851,0.7837504971685177,1.5624081649228452,0.5649685290016286,3729.0,112.0,3617.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,prefrail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,0.8669793033180118,0.11148401146913055,0.6968083839621471,1.0787084795217063,0.20041696203249604,3729.0,112.0,3617.0,,,,,,,,,
