cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents
elsa,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24700,7582,428,24272,20,20,,,,PASS,,activity_loss,risk_ratio,1.3458294353692448,0.14054999039603955,1.0217711922246073,1.7726638633868896,0.03458349270009717,,,,815.0,28.0,787.0,2518.0,61.0,2457.0,2024.0,36.0,1988.0,,,,,,,,,,,,
elsa,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24700,7582,428,24272,20,20,,,,PASS,,work_loss,risk_ratio,1.231141980383169,0.19111544480105921,0.8465066591848137,1.7905477286161233,0.27657530263586083,,,,815.0,28.0,787.0,2518.0,61.0,2457.0,2024.0,36.0,1988.0,,,,,,,,,,,,
elsa,incident_stroke,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,21,21,5443.0,70.0,5373.0,PASS,,any_withdrawal,risk_ratio,0.6932107752033355,0.260269370065324,0.41622064249280954,1.1545347101959533,0.1591744164733132,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_stroke,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,21,21,,,,PASS,,two_domain_any,risk_ratio,0.7718919539601065,0.2539834866277095,0.46920796754452154,1.269836042440639,0.3080132397683697,3528.0,60.0,3468.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_stroke,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,23,23,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,931.0,11.0,920.0,,,,,,,,,,,,,,,,,,
elsa,incident_stroke,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,22,22,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,5082.0,63.0,5019.0,361.0,7.0,354.0,,,,,,
elsa,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,24,24,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,2359.0,20.0,2339.0,372.0,5.0,367.0
elsa,incident_stroke,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,18,18,5443.0,70.0,5373.0,PASS,,any_withdrawal,risk_ratio,1.1727346773683631,0.14308910571123368,0.8859354901965946,1.5523778409611853,0.26546785054806576,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_stroke,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,18,18,,,,PASS,,two_domain_any,risk_ratio,1.2669892244016472,0.15116181288171854,0.9421146406597621,1.703892101311284,0.11746637080583595,3528.0,60.0,3468.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_stroke,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,26379,8029,292,26087,20,20,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,931.0,11.0,920.0,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,21,21,4600.0,209.0,4391.0,PASS,,any_withdrawal,risk_ratio,1.021829027403877,0.14070693146732433,0.7755472789709048,1.3463196758689482,0.8780282470623266,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,21,21,,,,PASS,,two_domain_any,risk_ratio,0.7661580592190784,0.14881620755668587,0.5723290481331215,1.025630576712946,0.07346927900975934,2910.0,147.0,2763.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,23,23,,,,PASS,,alcohol_loss,risk_ratio,0.8663784140535571,0.21936678857851252,0.5636146514269793,1.3317814830354964,0.5132069123038321,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,23,23,,,,PASS,,activity_loss,risk_ratio,0.6936732791770144,0.17051443151490156,0.496606978611913,0.9689405082247653,0.03195249390532845,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,23,23,,,,PASS,,work_loss,risk_ratio,1.1000629904564179,0.1803432374971138,0.7725188971853284,1.566484117580884,0.5969367414608138,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_heart_disease,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,22,22,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,4295.0,201.0,4094.0,305.0,8.0,297.0,,,,,,
elsa,incident_heart_disease,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,24,24,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0,68.0,1916.0,319.0,11.0,308.0
elsa,incident_heart_disease,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,18,18,4600.0,209.0,4391.0,PASS,,any_withdrawal,risk_ratio,1.2387070678229093,0.08067975562722376,1.0575328899793832,1.4509196020412596,0.00797073737397386,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,18,18,,,,PASS,,two_domain_any,risk_ratio,1.1391964557945746,0.09042545719851151,0.9541756653866674,1.3600939658936033,0.14952199917823153,2910.0,147.0,2763.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.2667497136943986,0.15594038104277771,0.933155718483608,1.7196002825256527,0.1294403680519056,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,20,20,,,,PASS,,activity_loss,risk_ratio,1.0594749254327098,0.10144346716630237,0.8684440558273772,1.2925266861907865,0.569007658338456,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,22487,7020,891,21596,20,20,,,,PASS,,work_loss,risk_ratio,1.3407865172943214,0.13835471792757167,1.0223318348847583,1.75843930866232,0.03403995423743528,,,,751.0,42.0,709.0,2276.0,109.0,2167.0,1885.0,66.0,1819.0,,,,,,,,,,,,
elsa,incident_hypertension,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,21,21,3029.0,176.0,2853.0,PASS,,any_withdrawal,risk_ratio,0.970024618330163,0.14289976934239162,0.7330713593376458,1.2835691207698465,0.8313478286193408,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,21,21,,,,PASS,,two_domain_any,risk_ratio,1.163279777681311,0.15521071265308273,0.8581606178647374,1.5768841088622105,0.3298384900209419,1792.0,128.0,1664.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,23,23,,,,PASS,,alcohol_loss,risk_ratio,1.1856261382148874,0.22183483397417683,0.7675763977851157,1.8313608178607361,0.44275003650575195,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,23,23,,,,PASS,,activity_loss,risk_ratio,1.1255411264702722,0.18648680280403843,0.7809505122328579,1.6221806728237753,0.5259713337999978,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,23,23,,,,PASS,,work_loss,risk_ratio,1.1070314883050605,0.16827752066670515,0.7960161679313676,1.5395651061758098,0.5456758386136039,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_hypertension,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,22,22,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,2851.0,157.0,2694.0,178.0,19.0,159.0,,,,,,
elsa,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,24,24,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.0,80.0,1176.0,211.0,8.0,203.0
elsa,incident_hypertension,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,18,18,3029.0,176.0,2853.0,PASS,,any_withdrawal,risk_ratio,1.1333289699266158,0.0855825924403044,0.95831427075308,1.340306195237567,0.1436210384552493,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,18,18,,,,PASS,,two_domain_any,risk_ratio,1.2836558636753963,0.09460229697905903,1.0664070015615468,1.5451627511216484,0.008300411932126876,1792.0,128.0,1664.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.2912603410080394,0.16431074441341245,0.9357336627140824,1.7818673568118344,0.11977868665389697,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,,,,PASS,,activity_loss,risk_ratio,1.2330749124902753,0.10790576339415449,0.9980215283976256,1.5234879173940248,0.05218425350833216,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,,,,PASS,,work_loss,risk_ratio,1.037820184984374,0.13732986101364136,0.7929151640880009,1.3583681901201003,0.7869167155777144,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,
elsa,incident_cancer,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,21,21,5146.0,144.0,5002.0,PASS,,any_withdrawal,risk_ratio,0.8241862575560034,0.1699485621810305,0.5906971703630088,1.149968242994498,0.25522548517093635,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,21,21,,,,PASS,,two_domain_any,risk_ratio,1.0120249696136454,0.17423499491928815,0.7192537442485355,1.4239683106433623,0.9453047137604661,3342.0,105.0,3237.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,,,,PASS,,alcohol_loss,risk_ratio,1.2414740884135798,0.27567317985481593,0.7232429741390576,2.131037517560443,0.4326747744769939,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,,,,PASS,,activity_loss,risk_ratio,0.8434252532745088,0.20407115817210988,0.5653806170244485,1.2582075445122802,0.40403623519925325,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,,,,PASS,,work_loss,risk_ratio,0.8065561129234724,0.2107726906109209,0.533610722197882,1.2191148645116248,0.3077427187083699,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,22,22,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,4800.0,132.0,4668.0,346.0,12.0,334.0,,,,,,
elsa,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,24,24,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.0,51.0,2153.0,355.0,10.0,345.0
elsa,incident_cancer,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,18,18,5146.0,144.0,5002.0,PASS,,any_withdrawal,risk_ratio,1.084628975010334,0.09650726792054351,0.8977058735305672,1.3104737844760352,0.3999106331103489,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,18,18,,,,PASS,,two_domain_any,risk_ratio,1.137672281135267,0.1071155115359365,0.9222322136830056,1.4034406953695993,0.22852737522674949,3342.0,105.0,3237.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.220242362117322,0.18708173854976315,0.845671770125547,1.7607202639442583,0.28734195319082423,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,,,,PASS,,activity_loss,risk_ratio,1.097619497780295,0.11966581309718158,0.8681446402192073,1.3877509646356418,0.4363535645350538,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,,,,PASS,,work_loss,risk_ratio,1.0326345526859304,0.16137771892296174,0.7526302841498543,1.4168100086556659,0.8422666773398015,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,
elsa,incident_arthritis,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,21,21,3238.0,189.0,3049.0,PASS,,any_withdrawal,risk_ratio,1.1341252340270698,0.1368860179683516,0.8672482332272404,1.4831278948479902,0.3578534266630752,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,21,21,,,,PASS,,two_domain_any,risk_ratio,1.1915521787116912,0.16179394373082612,0.867748377886268,1.6361846714724302,0.2787152460434943,1905.0,124.0,1781.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,,,,PASS,,alcohol_loss,risk_ratio,1.3594196352289758,0.23573811402020056,0.8564320118629261,2.1578148867021354,0.1927325100433016,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,,,,PASS,,activity_loss,risk_ratio,1.1067654030697247,0.18842590371410664,0.7650100751494768,1.6011941505381464,0.5903258236838733,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,,,,PASS,,work_loss,risk_ratio,0.9630750932336539,0.16428880521131192,0.697938678615341,1.3289328470047397,0.8188606115201732,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
elsa,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,22,22,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,3028.0,179.0,2849.0,210.0,10.0,200.0,,,,,,
elsa,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,24,24,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0,80.0,1317.0,217.0,11.0,206.0
elsa,incident_arthritis,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,18,18,3238.0,189.0,3049.0,PASS,,any_withdrawal,risk_ratio,1.1267103833838368,0.08339097357943857,0.9568189571019702,1.3267674920132897,0.15253424443430008,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,18,18,,,,PASS,,two_domain_any,risk_ratio,1.1900528590662054,0.09639749132282707,0.9851731310691554,1.4375400249037407,0.07107427022694274,1905.0,124.0,1781.0,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.1979513486256959,0.1647107633950728,0.8674353662088938,1.6544027250654307,0.2728400114928613,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,,,,PASS,,activity_loss,risk_ratio,1.172476247948138,0.10798551069745113,0.9488260946730386,1.4488435338366823,0.14061298642155454,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,,,,PASS,,work_loss,risk_ratio,0.9379384558163004,0.1308465077143704,0.7257676280935582,1.2121352797312432,0.6243710317244395,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,
