cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents,direction_contraction_1_n,direction_contraction_1_events,direction_contraction_1_nonevents,direction_contraction_2_plus_n,direction_contraction_2_plus_events,direction_contraction_2_plus_nonevents
klosa,incident_hypertension,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,8857,3246,589,8268,16,16,2517.0,153.0,2364.0,PASS,,any_withdrawal,risk_ratio,0.8536260887413221,0.09335430614448084,0.7108931838757695,1.0250168603489462,0.09002165048611516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_hypertension,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,8857,3246,589,8268,16,16,,,,PASS,,two_domain_any,risk_ratio,0.8529868222963636,0.10910760977999005,0.6887629160026703,1.056367150592102,0.1450116868537325,1675.0,100.0,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,8857,3246,589,8268,18,18,,,,PASS,,alcohol_loss,risk_ratio,1.0409467764762028,0.18059502122077153,0.7306439018035334,1.483034606573045,0.8241476453721217,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,,,
klosa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,8857,3246,589,8268,18,18,,,,PASS,,activity_loss,risk_ratio,0.7792451304176984,0.1243262767764231,0.6107273627346516,0.9942619413034579,0.04482956742369683,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,,,
klosa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,8857,3246,589,8268,18,18,,,,PASS,,work_loss,risk_ratio,0.8389195959148937,0.1332958856630339,0.6460389095380903,1.0893865338748818,0.1876130844717646,,,,394.0,31.0,363.0,1336.0,72.0,1264.0,974.0,59.0,915.0,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,19,19,4645.0,55.0,4590.0,PASS,,any_withdrawal,risk_ratio,0.8497181478559879,0.24127668592156284,0.529541262355806,1.3634837964915276,0.4997052252097314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,19,19,,,,PASS,,two_domain_any,risk_ratio,0.7257478836918991,0.2413455199813396,0.45222242969163867,1.1647144327680146,0.18411550323177528,3211.0,33.0,3178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,21,21,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,720.0,10.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,20,20,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,4327.0,49.0,4278.0,318.0,6.0,312.0,,,,,,,,,,,,
klosa,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,22,22,,,,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.0,28.0,1378.0,561.0,7.0,554.0,,,,,,
klosa,incident_cancer,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,16,16,4645.0,55.0,4590.0,PASS,,any_withdrawal,risk_ratio,0.8046645424363043,0.16241107197805946,0.5852889291742631,1.106265629810752,0.18084868841698032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,16,16,,,,PASS,,two_domain_any,risk_ratio,0.6931121647219882,0.19515855436301172,0.47280739277295575,1.0160680231078638,0.0603421497864322,3211.0,33.0,3178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15382,5265,222,15160,18,18,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,720.0,10.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,19,19,3638.0,63.0,3575.0,PASS,,any_withdrawal,risk_ratio,0.9933445006389454,0.25424503616581856,0.6035122984604077,1.6349845719247904,0.9790459709614057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,19,19,,,,PASS,,two_domain_any,risk_ratio,0.7770775285138939,0.24097167720644372,0.48456147955565615,1.2461772361166488,0.29525691886912875,2502.0,38.0,2464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,21,21,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,603.0,10.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,20,20,,,,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,3353.0,60.0,3293.0,285.0,3.0,282.0,,,,,,,,,,,,
klosa,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,22,22,,,,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,16,16,3638.0,63.0,3575.0,PASS,,any_withdrawal,risk_ratio,0.971335577035754,0.153788038633726,0.7185627173762459,1.3130277711324116,0.8500044891312926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,16,16,,,,PASS,,two_domain_any,risk_ratio,0.8046934557346966,0.18180543834350713,0.5634785647209207,1.1491680398223438,0.2320088673906604,2502.0,38.0,2464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,12426,4282,219,12207,18,18,,,,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,603.0,10.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,
