cohort,outcome_id,analysis_family,context_id,outcome_coding_status,context_fields,model_id,state_adjustment,n,people,events,nonevents,parameters,matrix_rank,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,log_rr_attenuation_percent
elsa,mortality,clinical_context_graded,bmi_or_weight_loss,PASS_SOURCE_STATUS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,14665,7526,202,14463,16,16,2920.0,60.0,2860.0,226.0,8.0,218.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,mortality,clinical_context_graded,bmi_or_weight_loss,PASS_SOURCE_STATUS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,14665,7526,202,14463,19,19,2920.0,60.0,2860.0,226.0,8.0,218.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,mortality,clinical_context_graded,bmi_or_weight_loss,PASS_SOURCE_STATUS,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,14665,7526,202,14463,17,17,2920.0,60.0,2860.0,226.0,8.0,218.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,28924,8864,509,28415,19,19,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_1,risk_ratio,1.7890381738829584,0.09531103609449132,1.484194119289122,2.156495262993951,1.0413078559823174e-09,
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,28924,8864,509,28415,19,19,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_2plus,risk_ratio,3.5495844028675343,0.22679513066276005,2.2757740562794146,5.536379764201656,2.326369482467347e-08,
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,28924,8864,509,28415,22,22,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_1,risk_ratio,1.0466758086741217,0.18201109036719937,0.732628932664558,1.4953412288526513,0.8020925128584719,92.15730447996084
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,28924,8864,509,28415,22,22,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_2plus,risk_ratio,1.3922216886618282,0.39067010947561226,0.6473950806911731,2.9939696611704876,0.3969905193516039,73.8796309947994
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,28924,8864,509,28415,20,20,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_1,risk_ratio,1.7858030519796886,0.09505259494943334,1.4822608749862105,2.1515055779163292,1.0573824274653877e-09,0.31115820815339673
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,28924,8864,509,28415,20,20,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,loss_2plus,risk_ratio,3.5815547273248765,0.22697503299042165,2.2954619243000596,5.588214785455259,1.8999901232231814e-08,-0.7077868984687753
elsa,mortality,clinical_context_graded,incident_non_target_disease,PASS_SOURCE_STATUS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,28924,8864,509,28415,20,20,5723.0,161.0,5562.0,427.0,21.0,406.0,PASS,,context_incident_non_target_disease,risk_ratio,1.527325713257966,0.09811602692755264,1.2601294164151244,1.8511779853653425,1.585191988557317e-05,
elsa,mortality,clinical_context_graded,fi_change,PASS_SOURCE_STATUS,fi_change,base_same_set_fi_change,unconditional,4225,4225,0,4225,13,13,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,fi_change,PASS_SOURCE_STATUS,fi_change,base_same_set_fi_change,current_state_held,4225,4225,0,4225,16,16,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,fi_change,PASS_SOURCE_STATUS,fi_change,plus_fi_change,unconditional,4225,4225,0,4225,14,14,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,base_same_set_joint_context,unconditional,3937,3937,0,3937,13,13,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,base_same_set_joint_context,current_state_held,3937,3937,0,3937,16,16,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,plus_joint_context,unconditional,3937,3937,0,3937,18,18,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context_no_fi,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,base_same_set_joint_context_no_fi,unconditional,11561,7191,102,11459,15,15,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context_no_fi,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,base_same_set_joint_context_no_fi,current_state_held,11561,7191,102,11459,18,18,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,mortality,clinical_context_graded,joint_context_no_fi,PASS_SOURCE_STATUS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,plus_joint_context_no_fi,unconditional,11561,7191,102,11459,19,19,,,,,,,NOT_EVALUABLE_EPV,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,17838,7255,1658,16180,17,17,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_1,risk_ratio,1.4324432659178563,0.055001849853117755,1.2860556763477653,1.5954936849239154,6.404001338916066e-11,
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,17838,7255,1658,16180,17,17,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_2plus,risk_ratio,1.9535957763292746,0.16474846223053916,1.4144922176385328,2.698167165361443,4.807102405908228e-05,
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,17838,7255,1658,16180,20,20,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_1,risk_ratio,1.187818968226849,0.09270561521451787,0.9904649087318894,1.424496606432948,0.06336565669095291,52.1069406499619
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,17838,7255,1658,16180,20,20,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_2plus,risk_ratio,1.475152562174201,0.21878970427898395,0.960733211412997,2.2650149446677825,0.07558921419559855,41.947458991339104
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,17838,7255,1658,16180,18,18,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_1,risk_ratio,1.4286649573304266,0.05497750695914236,1.282724688369065,1.5912093832848178,8.649803637754905e-11,0.7349158156852892
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,17838,7255,1658,16180,18,18,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,loss_2plus,risk_ratio,1.931099479563301,0.16470561379763365,1.3983213033777124,2.666872907508255,6.4544225891101e-05,1.7295256447658156
elsa,incident_any_adl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,17838,7255,1658,16180,18,18,3257.0,390.0,2867.0,240.0,37.0,203.0,PASS,,context_self_rated_health_worsening,risk_ratio,1.1479262189218995,0.049342671461303354,1.0421096494934607,1.2644874795361902,0.005175589381189924,
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,base_same_set_cesd_worsening,unconditional,22897,7480,2183,20714,19,19,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_1,risk_ratio,1.4628698906302273,0.047830518813433066,1.331963395093959,1.6066419879065332,1.8192333758840997e-15,
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,base_same_set_cesd_worsening,unconditional,22897,7480,2183,20714,19,19,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_2plus,risk_ratio,2.082790226652776,0.14183614127216093,1.5773003103760954,2.750278497825156,2.3045119495462042e-07,
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,base_same_set_cesd_worsening,current_state_held,22897,7480,2183,20714,22,22,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_1,risk_ratio,1.263306948997279,0.08094311121626072,1.0779782141011465,1.480497867682386,0.003881700529714271,38.556064155852845
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,base_same_set_cesd_worsening,current_state_held,22897,7480,2183,20714,22,22,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_2plus,risk_ratio,1.6989747756132765,0.18981931255145462,1.171149774839356,2.4646850045854465,0.0052341175761886115,27.760816158940955
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,plus_cesd_worsening,unconditional,22897,7480,2183,20714,20,20,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_1,risk_ratio,1.438539911621062,0.04791458777859575,1.3095948080677329,1.5801811862556672,3.221324508730548e-14,4.408918963787699
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,plus_cesd_worsening,unconditional,22897,7480,2183,20714,20,20,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,loss_2plus,risk_ratio,2.038192694153198,0.14152890415522704,1.5444562799223736,2.6897682456302805,4.873608127055728e-07,2.9500776425794384
elsa,incident_any_adl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,plus_cesd_worsening,unconditional,22897,7480,2183,20714,20,20,4147.0,521.0,3626.0,287.0,48.0,239.0,PASS,,context_cesd_worsening,risk_ratio,1.3210486593693962,0.042664475179616475,1.2150740547462828,1.4362660066723953,6.757578862346497e-11,
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,11838,6336,1099,10739,16,16,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_1,risk_ratio,1.4828474111258685,0.06688706701118667,1.3006549216087564,1.690560969056258,3.862186390617299e-09,
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,11838,6336,1099,10739,16,16,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_2plus,risk_ratio,2.086573540374906,0.20193561301282975,1.4045777692777899,3.0997138318879385,0.00027014436237453174,
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,11838,6336,1099,10739,19,19,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_1,risk_ratio,1.2773103224245148,0.11287326890556726,1.0238080056981784,1.5935816585645992,0.03012681087611247,37.87339618686016
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,11838,6336,1099,10739,19,19,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_2plus,risk_ratio,1.7274903728057465,0.2613163615025747,1.0351010415336652,2.8830257804735084,0.03643992764221011,25.676082751645556
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,11838,6336,1099,10739,17,17,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_1,risk_ratio,1.4810518759968923,0.06688731541549728,1.2990793653862849,1.6885147419316187,4.3094774046961185e-09,0.3075415449669884
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,11838,6336,1099,10739,17,17,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,loss_2plus,risk_ratio,2.082892141654642,0.201548132912168,1.4031648591940649,3.0918958990025796,0.0002719968947539358,0.24008561906542566
elsa,incident_any_adl,clinical_context_graded,bmi_or_weight_loss,PASS_STRICT_COMPLETE_ITEM_COUNTS,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,11838,6336,1099,10739,17,17,2206.0,271.0,1935.0,159.0,23.0,136.0,PASS,,context_bmi_or_weight_loss,risk_ratio,1.1303322665424822,0.1190415293870477,0.8951128497295632,1.42736307849125,0.30340903292304366,
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,23015,7511,2198,20817,19,19,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_1,risk_ratio,1.469322396835189,0.047606720865830454,1.3384254445308064,1.6130209677822762,6.323384854974145e-16,
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,23015,7511,2198,20817,19,19,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_2plus,risk_ratio,2.0742002743284895,0.14183174404374663,1.5708086638011625,2.7389120503151103,2.69018437785265e-07,
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,23015,7511,2198,20817,22,22,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_1,risk_ratio,1.2598902755529167,0.08071976721128701,1.075533478660014,1.4758476030057377,0.004209002245235265,39.962622197154865
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,23015,7511,2198,20817,22,22,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_2plus,risk_ratio,1.6681983172604997,0.18956298566540836,1.1505125829835543,2.4188224160869884,0.006942293699315503,29.857283685418118
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,23015,7511,2198,20817,20,20,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_1,risk_ratio,1.4698132506894463,0.04762061304399243,1.3388361153267347,1.6136037616337062,6.086358881783534e-16,-0.08680125398598722
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,23015,7511,2198,20817,20,20,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,loss_2plus,risk_ratio,2.0771770818501194,0.14177095127639117,1.573250468439789,2.742516030293817,2.5191286516906693e-07,-0.1965704672737471
elsa,incident_any_adl,clinical_context_graded,incident_non_target_disease,PASS_STRICT_COMPLETE_ITEM_COUNTS,incident_non_target_disease,plus_incident_non_target_disease,unconditional,23015,7511,2198,20817,20,20,4170.0,526.0,3644.0,290.0,48.0,242.0,PASS,,context_incident_non_target_disease,risk_ratio,0.9820945283428055,0.05550949786158239,0.8808531691115077,1.09497212069266,0.7448112345947258,
elsa,incident_any_adl,clinical_context_graded,fi_change,PASS_STRICT_COMPLETE_ITEM_COUNTS,fi_change,base_same_set_fi_change,unconditional,3597,3597,312,3285,13,13,647.0,86.0,561.0,63.0,8.0,55.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,fi_change,PASS_STRICT_COMPLETE_ITEM_COUNTS,fi_change,base_same_set_fi_change,current_state_held,3597,3597,312,3285,16,16,647.0,86.0,561.0,63.0,8.0,55.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,fi_change,PASS_STRICT_COMPLETE_ITEM_COUNTS,fi_change,plus_fi_change,unconditional,3597,3597,312,3285,14,14,647.0,86.0,561.0,63.0,8.0,55.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,base_same_set_joint_context,unconditional,3359,3359,290,3069,13,13,598.0,80.0,518.0,56.0,8.0,48.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,base_same_set_joint_context,current_state_held,3359,3359,290,3069,16,16,598.0,80.0,518.0,56.0,8.0,48.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease;fi_change,plus_joint_context,unconditional,3359,3359,290,3069,18,18,598.0,80.0,518.0,56.0,8.0,48.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context_no_fi,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,base_same_set_joint_context_no_fi,unconditional,9400,6022,859,8541,15,15,1738.0,204.0,1534.0,134.0,19.0,115.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context_no_fi,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,base_same_set_joint_context_no_fi,current_state_held,9400,6022,859,8541,18,18,1738.0,204.0,1534.0,134.0,19.0,115.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_adl,clinical_context_graded,joint_context_no_fi,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening;cesd_worsening;bmi_or_weight_loss;incident_non_target_disease,plus_joint_context_no_fi,unconditional,9400,6022,859,8541,19,19,1738.0,204.0,1534.0,134.0,19.0,115.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,19703,7705,1056,18647,17,17,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_1,risk_ratio,1.84467143503629,0.06587567258523315,1.6212334232405157,2.0989036214398515,1.4748371548817168e-20,
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,19703,7705,1056,18647,17,17,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_2plus,risk_ratio,2.387037635972642,0.2149752320189621,1.5662894304314738,3.637864474371263,5.182843658399568e-05,
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,19703,7705,1056,18647,20,20,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_1,risk_ratio,1.1346101226472949,0.11689219581048481,0.9022935158844277,1.426742083092395,0.27996882037606496,79.37467830243402
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,19703,7705,1056,18647,20,20,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_2plus,risk_ratio,1.1237820621575665,0.2810315984673645,0.6478397104015767,1.9493805380412494,0.6779550799155774,86.5870444140948
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,19703,7705,1056,18647,18,18,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_1,risk_ratio,1.8367634901353636,0.06594666986322746,1.6140587222283973,2.090196640452123,2.9807849796422166e-20,0.7016363417259573
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,19703,7705,1056,18647,18,18,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,loss_2plus,risk_ratio,2.3616879028468674,0.2151538960945623,1.549113278719424,3.600491860133003,6.490174247691424e-05,1.2271133396274934
elsa,incident_any_iadl,clinical_context_graded,self_rated_health_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,19703,7705,1056,18647,18,18,3687.0,291.0,3396.0,267.0,22.0,245.0,PASS,,context_self_rated_health_worsening,risk_ratio,1.177975720654252,0.06316213686373456,1.040812815148799,1.3332145590967994,0.009506372795558314,
elsa,incident_any_iadl,clinical_context_graded,cesd_worsening,PASS_STRICT_COMPLETE_ITEM_COUNTS,cesd_worsening,base_same_set_cesd_worsening,unconditional,25401,7878,1392,24009,19,19,4719.0,371.0,4348.0,326.0,34.0,292.0,PASS,,loss_1,risk_ratio,1.7205237430137197,0.058918428390464454,1.532883724314231,1.9311327423730402,3.26639929335195e-20,
