cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents,direction_contraction_1_n,direction_contraction_1_events,direction_contraction_1_nonevents,direction_contraction_2_plus_n,direction_contraction_2_plus_events,direction_contraction_2_plus_nonevents
hrs,incident_heart_disease,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,18,18,PASS,13240.0,727.0,12513.0,,any_withdrawal,risk_ratio,1.119629229025075,0.0440869782771889,1.0269453285239365,1.2206780396859902,0.0103754018786819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,18,18,PASS,,,,,two_domain_any,risk_ratio,1.0879410355538903,0.0478661096738745,0.9905163567616164,1.1949481588691495,0.0782570304408465,9588.0,552.0,9036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.2111247535293466,0.069177732537427,1.0575592004791583,1.3869891803191088,0.0056237779607706,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,20,20,PASS,,,,,activity_loss,risk_ratio,1.0055030614719065,0.0559349448626616,0.9010968797528648,1.1220063339989192,0.9218421431109024,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,20,20,PASS,,,,,work_loss,risk_ratio,1.2454513092706094,0.0697791979476913,1.08625200868606,1.427982596451222,0.001657423266557,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,21,21,PASS,6086.0,641.0,5445.0,,any_withdrawal,risk_ratio,1.1387763071069557,0.0723186983211065,0.9882814305585188,1.312188449089116,0.0723409538751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,21,21,PASS,,,,,two_domain_any,risk_ratio,1.0296856436474071,0.0795169064485201,0.8810889287171441,1.203343374518724,0.7129545011297508,4244.0,467.0,3777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.1573759074638936,0.094409958307175,0.9618614859257916,1.3926319025951894,0.1216001665799578,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,23,23,PASS,,,,,activity_loss,risk_ratio,1.1339167536167905,0.096211416494031,0.9390438350886748,1.3692302276937105,0.1914617938983871,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,23,23,PASS,,,,,work_loss,risk_ratio,1.2580693059688788,0.0841434109683992,1.066796458854714,1.4836367007818947,0.0063639249740545,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,22,22,PASS,,,,,loss_1,risk_ratio,1.1650328787139963,0.0722838870294961,1.0111370537892057,1.3423517646773748,0.0345848385536844,,,,,,,,,,,,,5523.0,572.0,4951.0,563.0,69.0,494.0,,,,,,,,,,,,
hrs,incident_hypertension,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,22,22,PASS,,,,,loss_2plus,risk_ratio,1.5474539269751926,0.1570067483371285,1.1375574550603025,2.10504853663326,0.005421812569091,,,,,,,,,,,,,5523.0,572.0,4951.0,563.0,69.0,494.0,,,,,,,,,,,,
hrs,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,24,24,PASS,,,,,direction_expansion,risk_ratio,0.9306625849274603,0.1970790887542013,0.6324675236764878,1.3694503109805465,0.7153969310267467,,,,,,,,,,,,,,,,,,,2670.0,284.0,2386.0,725.0,95.0,630.0,4837.0,481.0,4356.0,524.0,65.0,459.0
hrs,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,24,24,PASS,,,,,direction_mixed,risk_ratio,1.2579612694595634,0.1000687417121847,1.0339239671825904,1.5305444168902351,0.0218280228142913,,,,,,,,,,,,,,,,,,,2670.0,284.0,2386.0,725.0,95.0,630.0,4837.0,481.0,4356.0,524.0,65.0,459.0
hrs,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,24,24,PASS,,,,,direction_contraction_1,risk_ratio,1.187337000391298,0.1877665911942743,0.8217633904218473,1.7155414428653342,0.3604529554287441,,,,,,,,,,,,,,,,,,,2670.0,284.0,2386.0,725.0,95.0,630.0,4837.0,481.0,4356.0,524.0,65.0,459.0
hrs,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,1.7048456252847608,0.3876857229654954,0.7974186226838457,3.644884284581016,0.1688064531728116,,,,,,,,,,,,,,,,,,,2670.0,284.0,2386.0,725.0,95.0,630.0,4837.0,481.0,4356.0,524.0,65.0,459.0
hrs,incident_hypertension,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,18,18,PASS,6086.0,641.0,5445.0,,any_withdrawal,risk_ratio,1.1079216877139573,0.0455513158230845,1.013294565620711,1.2113856204834403,0.0244552920055126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,18,18,PASS,,,,,two_domain_any,risk_ratio,1.1087168595216184,0.0503679550301625,1.0044940545240864,1.223753459815032,0.0404632324225878,4244.0,467.0,3777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.0654090226834965,0.0769636256183956,0.916230645098458,1.2388762498698411,0.4103770731609953,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,20,20,PASS,,,,,activity_loss,risk_ratio,1.1460648005474503,0.0571906465515573,1.024538793922659,1.2820056544906382,0.0171323896296081,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23819,8134,2268,21551,20,20,PASS,,,,,work_loss,risk_ratio,1.0903702254226109,0.0705433033665216,0.9495709395127506,1.252046770827058,0.2200322564555406,,,,1597.0,167.0,1430.0,2877.0,332.0,2545.0,2209.0,215.0,1994.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,21,21,PASS,15332.0,492.0,14840.0,,any_withdrawal,risk_ratio,1.200916145360989,0.0881213423350571,1.0104240181786628,1.427321166403317,0.0377422212885611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,21,21,PASS,,,,,two_domain_any,risk_ratio,1.0323527824856868,0.0966094845208934,0.8542677086996705,1.247562393676547,0.7417181327468119,11321.0,354.0,10967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.0769962314607735,0.1159421961116925,0.8580725468699095,1.3517748432948775,0.5223246051933426,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,23,23,PASS,,,,,activity_loss,risk_ratio,1.0586224152062866,0.1160567028999675,0.8432443517590248,1.3290114729371472,0.6235202197878538,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,23,23,PASS,,,,,work_loss,risk_ratio,1.2607164088238156,0.105878331253445,1.0244566984952683,1.5514622197425747,0.0286569809837556,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,22,22,PASS,,,,,loss_1,risk_ratio,1.1924830828508788,0.0900256702190954,0.9995907698351698,1.422598072929408,0.0505338300535059,,,,,,,,,,,,,13838.0,449.0,13389.0,1494.0,43.0,1451.0,,,,,,,,,,,,
hrs,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,22,22,PASS,,,,,loss_2plus,risk_ratio,1.1117034631132852,0.2099411823327729,0.7366932661897152,1.6776108139147874,0.6139831357237546,,,,,,,,,,,,,13838.0,449.0,13389.0,1494.0,43.0,1451.0,,,,,,,,,,,,
hrs,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,24,24,PASS,,,,,direction_expansion,risk_ratio,1.3602052900564303,0.2921373975041341,0.7672495739954533,2.411416693870282,0.2923175270442784,,,,,,,,,,,,,,,,,,,6081.0,183.0,5898.0,1880.0,58.0,1822.0,12049.0,394.0,11655.0,1403.0,40.0,1363.0
hrs,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,24,24,PASS,,,,,direction_mixed,risk_ratio,1.11321056211546,0.1352541639642759,0.853982095014853,1.4511284988754531,0.4278136342668523,,,,,,,,,,,,,,,,,,,6081.0,183.0,5898.0,1880.0,58.0,1822.0,12049.0,394.0,11655.0,1403.0,40.0,1363.0
hrs,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,24,24,PASS,,,,,direction_contraction_1,risk_ratio,0.9470531169002032,0.2818957334368721,0.5450348275228202,1.6456005395230222,0.8469750228658077,,,,,,,,,,,,,,,,,,,6081.0,183.0,5898.0,1880.0,58.0,1822.0,12049.0,394.0,11655.0,1403.0,40.0,1363.0
hrs,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,0.6616646037578866,0.5860652454589904,0.2097868495291675,2.086880320900248,0.4810008663963511,,,,,,,,,,,,,,,,,,,6081.0,183.0,5898.0,1880.0,58.0,1822.0,12049.0,394.0,11655.0,1403.0,40.0,1363.0
hrs,incident_cancer,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,18,18,PASS,15332.0,492.0,14840.0,,any_withdrawal,risk_ratio,1.171619282663681,0.0551907497706309,1.0514970518579585,1.3054641865936387,0.0041072254473618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,18,18,PASS,,,,,two_domain_any,risk_ratio,1.0907053293871636,0.0607685029772543,0.968235923205662,1.228665542190249,0.1530686279294402,11321.0,354.0,10967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.0205346817475185,0.093676459657916,0.849356903996951,1.2262113038092732,0.8282175294197264,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,20,20,PASS,,,,,activity_loss,risk_ratio,1.0958147897547128,0.0690300520573992,0.9571470624269288,1.2545721557149307,0.1850108779032861,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,52672,16471,1549,51123,20,20,PASS,,,,,work_loss,risk_ratio,1.2916478604251305,0.0840046924996877,1.0955676628810809,1.5228216858404209,0.0023153605995609,,,,4118.0,122.0,3996.0,7842.0,247.0,7595.0,4939.0,169.0,4770.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,21,21,PASS,6102.0,643.0,5459.0,,any_withdrawal,risk_ratio,1.170347076160254,0.0738142408461657,1.01270715591429,1.3525255259406703,0.0330866825474038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,21,21,PASS,,,,,two_domain_any,risk_ratio,1.159231498683431,0.0799790213692322,0.991041650308231,1.3559648750603792,0.0646818733626546,4266.0,467.0,3799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.2321401312217444,0.0932826684483207,1.0262608261663069,1.479321108492858,0.0252308511890458,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,23,23,PASS,,,,,activity_loss,risk_ratio,1.119216787767604,0.1043464338859339,0.9122090366828272,1.3732008428418758,0.2804196857624986,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,23,23,PASS,,,,,work_loss,risk_ratio,1.0231112415650103,0.0911343608094966,0.8557544141594964,1.223197444613592,0.8020389565784567,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,PASS,,,,,loss_1,risk_ratio,1.1611308238764804,0.075512219869646,1.0013941179748045,1.346347822456449,0.0478821030445396,,,,,,,,,,,,,5520.0,586.0,4934.0,582.0,57.0,525.0,,,,,,,,,,,,
hrs,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,PASS,,,,,loss_2plus,risk_ratio,1.0729800860409606,0.1766558950675317,0.7589652491700224,1.5169156510123134,0.6900842374939348,,,,,,,,,,,,,5520.0,586.0,4934.0,582.0,57.0,525.0,,,,,,,,,,,,
hrs,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,24,24,PASS,,,,,direction_expansion,risk_ratio,0.9795075142028092,0.2422228972362351,0.6092945143473056,1.5746653675481417,0.9318792800004247,,,,,,,,,,,,,,,,,,,2707.0,242.0,2465.0,735.0,75.0,660.0,4823.0,515.0,4308.0,544.0,53.0,491.0
hrs,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,24,24,PASS,,,,,direction_mixed,risk_ratio,1.1038391510424364,0.1150433101331646,0.8810098225380912,1.3830275670069565,0.3904746299870146,,,,,,,,,,,,,,,,,,,2707.0,242.0,2465.0,735.0,75.0,660.0,4823.0,515.0,4308.0,544.0,53.0,491.0
hrs,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,24,24,PASS,,,,,direction_contraction_1,risk_ratio,1.2141262122807752,0.2301418193483969,0.7733333928424139,1.9061668266116725,0.3991917559348866,,,,,,,,,,,,,,,,,,,2707.0,242.0,2465.0,735.0,75.0,660.0,4823.0,515.0,4308.0,544.0,53.0,491.0
hrs,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,1.1469832227379595,0.4791885071364229,0.4484056422304434,2.933884834050017,0.7747385925603112,,,,,,,,,,,,,,,,,,,2707.0,242.0,2465.0,735.0,75.0,660.0,4823.0,515.0,4308.0,544.0,53.0,491.0
hrs,incident_arthritis,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,18,18,PASS,6102.0,643.0,5459.0,,any_withdrawal,risk_ratio,1.1484794758679644,0.0456031064501925,1.0502817131072495,1.255858394970706,0.0023995144143512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,18,18,PASS,,,,,two_domain_any,risk_ratio,1.1564480733483735,0.0504378237926486,1.0475949192667922,1.2766119057614251,0.0039537128806854,4266.0,467.0,3799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.197079740779706,0.0723950826630965,1.0387242597664672,1.379576814839565,0.0129635602980184,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,20,20,PASS,,,,,activity_loss,risk_ratio,1.1222758903423662,0.0591377812557016,0.9994508978698649,1.2601951498849382,0.0510955641477751,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,20,20,PASS,,,,,work_loss,risk_ratio,1.0181920873890982,0.0718706357916749,0.8844093424808792,1.1722118673166126,0.8019317793464797,,,,1665.0,190.0,1475.0,2828.0,307.0,2521.0,2229.0,207.0,2022.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,19,19,PASS,3897.0,135.0,3762.0,,any_withdrawal,risk_ratio,1.220650574202547,0.1760087209439015,0.8645148643414309,1.7234959001382228,0.2572951608386036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,19,19,PASS,,,,,two_domain_any,risk_ratio,1.292434179901824,0.1740550800072893,0.9188666351609088,1.8178765508076025,0.1405276737200985,2666.0,96.0,2570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,21,21,PASS,,,,,alcohol_loss,risk_ratio,1.3452798266960853,0.2542567233419731,0.8173139554228801,2.214299413472105,0.243393956403411,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,21,21,PASS,,,,,activity_loss,risk_ratio,1.299566864612249,0.2072680845238108,0.8657085685955525,1.9508574789065427,0.2061535497719236,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,21,21,PASS,,,,,work_loss,risk_ratio,1.106656329780793,0.2006202828775108,0.7468690761928265,1.639762940094879,0.6134541233678615,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,20,20,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,3617.0,124.0,3493.0,280.0,11.0,269.0,,,,,,,,,,,,
klosa,incident_diabetes,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,22,22,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,38.0,1160.0,489.0,12.0,477.0,,,,,,
klosa,incident_diabetes,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,16,16,PASS,3897.0,135.0,3762.0,,any_withdrawal,risk_ratio,1.2674783811757544,0.1068572087835493,1.0279773352440036,1.56277905326248,0.0265420026770317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,16,16,PASS,,,,,two_domain_any,risk_ratio,1.2952270362183191,0.1196517806169335,1.0244673475909745,1.637546652214717,0.0306189185556171,2666.0,96.0,2570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,18,18,PASS,,,,,alcohol_loss,risk_ratio,1.3438998946815266,0.204153131974786,0.900723427866464,2.0051292894679493,0.1476690850888544,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,18,18,PASS,,,,,activity_loss,risk_ratio,1.2490901691592855,0.1315806042518517,0.9651441372432258,1.6165733080521008,0.0909637069992548,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,13119,4585,378,12741,18,18,PASS,,,,,work_loss,risk_ratio,1.1686927627065349,0.1535529645198068,0.8649596220576246,1.5790826979338912,0.3100140458326108,,,,616.0,26.0,590.0,2144.0,73.0,2071.0,1429.0,48.0,1381.0,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,19,19,PASS,4653.0,61.0,4592.0,,any_withdrawal,risk_ratio,1.1311977051375697,0.2504531557936213,0.6923925761068923,1.848096430067668,0.6225668327404696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,19,19,PASS,,,,,two_domain_any,risk_ratio,1.3677870969041792,0.2450729214737088,0.8460812164059072,2.211184347531983,0.2012624003508342,3204.0,45.0,3159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,21,21,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,20,20,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,22,22,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,16,16,PASS,4653.0,61.0,4592.0,,any_withdrawal,risk_ratio,1.051103138829231,0.161501093670771,0.7659057902898394,1.442498310449603,0.7576211875747221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,16,16,PASS,,,,,two_domain_any,risk_ratio,1.1369608361115917,0.1790599914877376,0.8004410704797806,1.6149595398406316,0.4734679853931767,3204.0,45.0,3159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
klosa,incident_stroke,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15472,5292,190,15282,18,18,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,717.0,14.0,703.0,,,,,,,,,,,,,,,,,,,,,,,,
