cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,risk_set_n,observed_n,unknown_n,weight_mean,weight_min,weight_max,weight_effective_n,weight_truncation_low,weight_truncation_high,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,imputations,ordinary_covariate_missing_cells,rubin_within_variance,rubin_between_variance,rubin_degrees_freedom
mhas,incident_stroke,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_stroke,sensitivity,stabilized_ipcw,,,,,,,,NOT_EVALUABLE_EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_heart_disease,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_heart_disease,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_heart_disease,sensitivity,stabilized_ipcw,,,,,,,,NOT_EVALUABLE_EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_hypertension,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_hypertension,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_hypertension,sensitivity,stabilized_ipcw,,,,,,,,NOT_EVALUABLE_EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_cancer,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_cancer,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_cancer,sensitivity,stabilized_ipcw,,,,,,,,NOT_EVALUABLE_EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_arthritis,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_arthritis,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,0.0,0.0,0.0,0.0,18.0,0.0,NOT_EVALUABLE_CLUSTERS,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,incident_arthritis,sensitivity,stabilized_ipcw,,,,,,,,NOT_EVALUABLE_EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_diabetes,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,31514.0,22329.0,2826.0,28688.0,18.0,18.0,PASS,,,,,,,,,,8776.0,1223.0,7553.0,,any_withdrawal,risk_ratio,1.1056893225884254,0.0678069735241602,0.9680899580177266,1.2628463583997482,0.1384226137372213,,,,,
share,incident_diabetes,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,20844.0,20844.0,686.0,20158.0,18.0,18.0,PASS,,,,,,,,,,5566.0,225.0,5341.0,,any_withdrawal,risk_ratio,0.9834755640042766,0.1465574940424982,0.7379273526258365,1.3107309026447722,0.9094815606768014,,,,,
share,incident_diabetes,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,29597.0,20844.0,909.0,28688.0,18.0,18.0,PASS,38267.0,29597.0,8670.0,0.9987130848817116,0.899886106229093,1.308602980589994,29447.358744549525,0.899886106229093,1.308602980589994,7842.0,289.0,7553.0,,any_withdrawal,risk_ratio,0.945161134032468,0.1266973194140348,0.7373282960355438,1.2115764091637098,0.6562082656003383,,,,,
share,incident_diabetes,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,51749.0,29779.0,1510.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,1.0223070781475565,0.0967222548755206,0.8457679715790822,1.2356956010988798,,20.0,22374.0,0.0093529233800874,2.1630553501893425e-06,322363147.83158547
share,incident_stroke,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,34767.0,24592.0,2648.0,32119.0,18.0,18.0,PASS,,,,,,,,,,9770.0,1177.0,8593.0,,any_withdrawal,risk_ratio,1.1605905813535955,0.0711658911698174,1.0094911719863042,1.334306366321499,0.0363757713554775,,,,,
share,incident_stroke,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,23186.0,23186.0,539.0,22647.0,18.0,18.0,PASS,,,,,,,,,,6245.0,175.0,6070.0,,any_withdrawal,risk_ratio,1.0809424491160708,0.1694688479716542,0.7754439772040953,1.506796896551973,0.6460346071461883,,,,,
share,incident_stroke,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,32850.0,23186.0,731.0,32119.0,18.0,18.0,PASS,42371.0,32850.0,9521.0,0.9987785783524534,0.90231603057459,1.2875557748911122,32697.224615575848,0.90231603057459,1.2875557748911122,8836.0,243.0,8593.0,,any_withdrawal,risk_ratio,1.0957006433199832,0.1419997926978505,0.829509709696276,1.4473126543767747,0.5198213800478935,,,,,
share,incident_stroke,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,57656.0,33234.0,1233.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,1.1035367148222717,0.1071602861986767,0.89448237119322,1.3614502869813097,,20.0,25069.0,0.0114822609240505,1.0152515540817606e-06,2204769214.888924
share,incident_heart_disease,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,29887.0,21343.0,3353.0,26534.0,18.0,18.0,PASS,,,,,,,,,,8316.0,1367.0,6949.0,,any_withdrawal,risk_ratio,1.0528320728212854,0.0614779288160328,0.9333166180376292,1.1876520273385662,0.4023483174623468,,,,,
share,incident_heart_disease,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,19791.0,19791.0,1045.0,18746.0,18.0,18.0,PASS,,,,,,,,,,5251.0,315.0,4936.0,,any_withdrawal,risk_ratio,0.929025766752282,0.120432873391018,0.7336942436450387,1.176360429109797,0.5410109441499463,,,,,
share,incident_heart_disease,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,27970.0,19791.0,1436.0,26534.0,18.0,18.0,PASS,35879.0,27970.0,7909.0,0.9987277960685912,0.908930897334268,1.2727823750233695,27861.210965441445,0.908930897334268,1.2727823750233695,7382.0,433.0,6949.0,,any_withdrawal,risk_ratio,0.9306042196055256,0.1010976822737146,0.763326806577304,1.134539238089636,0.4768344741025244,,,,,
share,incident_heart_disease,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,49091.0,28581.0,2480.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,0.9924227347107476,0.0746929540649312,0.8572706335370773,1.1488820984186456,,20.0,21347.0,0.0055789511431662,8.21369330517956e-08,79509053103.193
share,incident_hypertension,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,17823.0,13203.0,3780.0,14043.0,18.0,18.0,PASS,,,,,,,,,,5008.0,1441.0,3567.0,,any_withdrawal,risk_ratio,1.068988921402157,0.0518375959877839,0.9657149677919256,1.1833070338480691,0.1981058370499805,,,,,
share,incident_hypertension,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,11529.0,11529.0,1431.0,10098.0,18.0,18.0,PASS,,,,,,,,,,2994.0,392.0,2602.0,,any_withdrawal,risk_ratio,0.9661730351679876,0.0941970153875795,0.8032935276882268,1.162078744207219,0.7148703185464103,,,,,
share,incident_hypertension,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,15906.0,11529.0,1863.0,14043.0,18.0,18.0,PASS,20737.0,15906.0,4831.0,0.9983630539268412,0.8997783137025476,1.3094417184084948,15829.470084062195,0.8997783137025476,1.3094417184084948,4074.0,507.0,3567.0,,any_withdrawal,risk_ratio,0.9639322086029648,0.0830018317603364,0.8192099237878283,1.1342212487929275,0.6580751391224073,,,,,
share,incident_hypertension,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,27732.0,16671.0,3252.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,1.0027242535382004,0.0615613375880012,0.8887516377774639,1.1313126028640852,,20.0,11935.0,0.0037894883762116,2.951518211779319e-07,2841294549.3606777
share,incident_cancer,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,33411.0,23824.0,2773.0,30638.0,18.0,18.0,PASS,,,,,,,,,,9548.0,1186.0,8362.0,,any_withdrawal,risk_ratio,1.082947557187226,0.0690814048597699,0.9458128879769694,1.2399655645698255,0.2486984321645072,,,,,
share,incident_cancer,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,22375.0,22375.0,604.0,21771.0,18.0,18.0,PASS,,,,,,,,,,6152.0,177.0,5975.0,,any_withdrawal,risk_ratio,0.9139748589492994,0.1590933165022773,0.6691350404410024,1.2484027771746091,0.5717980769423192,,,,,
share,incident_cancer,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,31494.0,22375.0,856.0,30638.0,18.0,18.0,PASS,40528.0,31494.0,9034.0,0.9986762358331608,0.9045813289596434,1.2915007538462568,31351.43590336146,0.9045813289596434,1.2915007538462568,8614.0,252.0,8362.0,,any_withdrawal,risk_ratio,0.9027056038732256,0.1332129017346627,0.6952725941822865,1.1720257839624846,0.4422584745409007,,,,,
share,incident_cancer,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,55143.0,31967.0,1488.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,1.0339281340670914,0.0980534846434817,0.8531533009467996,1.253007384756187,,20.0,23896.0,0.009613077959168,1.3408491061403438e-06,886068542.682833
share,incident_arthritis,sensitivity,diagnosis_or_death,PASS_BASELINE_FREE_RISK_SET,22377.0,16877.0,4553.0,17824.0,18.0,18.0,PASS,,,,,,,,,,6212.0,1657.0,4555.0,,any_withdrawal,risk_ratio,1.1422117682335968,0.0487902114852985,1.03804534941619,1.2568311434804564,0.0064248800532137,,,,,
share,incident_arthritis,sensitivity,first_eligible_interval,PASS_BASELINE_FREE_RISK_SET,15296.0,15296.0,2077.0,13219.0,18.0,18.0,PASS,,,,,,,,,,3972.0,571.0,3401.0,,any_withdrawal,risk_ratio,1.1463173988648991,0.0763615056039656,0.9869743196457168,1.3313857845988089,0.0737334021470257,,,,,
share,incident_arthritis,sensitivity,stabilized_ipcw,PASS_BASELINE_FREE_RISK_SET,20460.0,15296.0,2636.0,17824.0,18.0,18.0,PASS,26686.0,20460.0,6226.0,0.9988267861563888,0.8997125544535512,1.2948748292953538,20357.36589770115,0.8997125544535512,1.2948748292953538,5278.0,723.0,4555.0,,any_withdrawal,risk_ratio,1.1355765343984168,0.0677779692639209,0.9943143280471722,1.2969078581105795,0.0606775455365587,,,,,
share,incident_arthritis,sensitivity,multiple_imputation_covariates,PASS_BASELINE_FREE_RISK_SET,35752.0,22149.0,4332.0,,,,PASS,,,,,,,,,,,,,,any_withdrawal,risk_ratio,1.043054565262375,0.0533088117119199,0.9395729073561584,1.1579333733409516,,20.0,15455.0,0.0028413771913721,4.306807284028749e-07,750343513.817619
